,Mob dist,Thresh,Anomaly
2004-02-12 11:02:39,1.667001956642753,3.8120454918056756,False
2004-02-12 11:12:39,1.6994150233677578,3.8120454918056756,False
2004-02-12 11:22:39,2.671968366141534,3.8120454918056756,False
2004-02-12 11:32:39,1.424617383215134,3.8120454918056756,False
2004-02-12 11:42:39,1.6246007732281338,3.8120454918056756,False
2004-02-12 11:52:39,2.644238311463405,3.8120454918056756,False
2004-02-12 12:02:39,1.987715012280343,3.8120454918056756,False
2004-02-12 12:12:39,1.7865363354693833,3.8120454918056756,False
2004-02-12 12:22:39,1.319039889254225,3.8120454918056756,False
2004-02-12 12:32:39,1.5025853426649847,3.8120454918056756,False
2004-02-12 12:42:39,1.496748066961063,3.8120454918056756,False
2004-02-12 12:52:39,1.0501458254233995,3.8120454918056756,False
2004-02-12 13:02:39,1.042381728860958,3.8120454918056756,False
2004-02-12 13:12:39,1.9182141346670727,3.8120454918056756,False
2004-02-12 13:22:39,1.5923886642505143,3.8120454918056756,False
2004-02-12 13:32:39,1.1056954774940178,3.8120454918056756,False
2004-02-12 13:42:39,1.7980886341652853,3.8120454918056756,False
2004-02-12 13:52:39,1.2962665017868675,3.8120454918056756,False
2004-02-12 14:02:39,2.2820809854296233,3.8120454918056756,False
2004-02-12 14:12:39,2.4294511863710406,3.8120454918056756,False
2004-02-12 14:22:39,2.304208446084915,3.8120454918056756,False
2004-02-12 14:32:39,2.4630265822981476,3.8120454918056756,False
2004-02-12 14:42:39,1.4119732700888386,3.8120454918056756,False
2004-02-12 14:52:39,0.9889674764199783,3.8120454918056756,False
2004-02-12 15:02:39,1.1847167931001577,3.8120454918056756,False
2004-02-12 15:12:39,1.9672665200487571,3.8120454918056756,False
2004-02-12 15:22:39,1.0146401083043757,3.8120454918056756,False
2004-02-12 15:32:39,2.1108162743194594,3.8120454918056756,False
2004-02-12 15:42:39,2.3064880964530197,3.8120454918056756,False
2004-02-12 15:52:39,0.09776187292452156,3.8120454918056756,False
2004-02-12 16:02:39,1.8046076338833714,3.8120454918056756,False
2004-02-12 16:12:39,2.0481893149081523,3.8120454918056756,False
2004-02-12 16:22:39,0.45427991946515817,3.8120454918056756,False
2004-02-12 16:32:39,0.8663650298490811,3.8120454918056756,False
2004-02-12 16:42:39,2.088459661841946,3.8120454918056756,False
2004-02-12 16:52:39,1.1640335682051262,3.8120454918056756,False
2004-02-12 17:02:39,1.9427786270274316,3.8120454918056756,False
2004-02-12 17:12:39,1.7101365316711135,3.8120454918056756,False
2004-02-12 17:22:39,1.0973578432208437,3.8120454918056756,False
2004-02-12 17:32:39,0.718878699810265,3.8120454918056756,False
2004-02-12 17:42:39,0.5205877886049979,3.8120454918056756,False
2004-02-12 17:52:39,1.3241303007944067,3.8120454918056756,False
2004-02-12 18:02:39,0.10921512111237361,3.8120454918056756,False
2004-02-12 18:12:39,1.7448031201944605,3.8120454918056756,False
2004-02-12 18:22:39,1.127573571719181,3.8120454918056756,False
2004-02-12 18:32:39,1.4857142580550855,3.8120454918056756,False
2004-02-12 18:42:39,0.7859558847417326,3.8120454918056756,False
